HOTELCODE,ACCOUNTCODE,CREATEDDATE,CHECKINDATE,CHECKOUTDATE,CANCELLATIONDATE,LASTMODIFIED,BOOKINGSTATUS,BOOKINGREFERENCE,ROOMNIGHTS,PRICE,COST,CURRENCY
CAG671700,HSU001,07/06/2016,17/06/2016,19/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05231236,4,334.84,309.6,EUR
CAF489100,PRE004,08/02/2015,29/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03143248,2,229.28,212,EUR
CAK196400,URS002,27/10/2015,20/12/2015,22/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04369415,2,116.66,110,EUR
CAF489200,PTI005,26/01/2016,24/06/2016,26/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04670918,4,458.64,420,EUR
CAL822900,PRE004,10/03/2016,25/04/2016,28/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04861155,3,258.05,238.6,EUR
CAL493900,GBV001,27/04/2015,03/05/2015,04/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03536598,1,129.95,119,EUR
CAF983200,HBD001,24/11/2015,07/12/2015,09/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04476486,2,230.16,206.8,EUR
CAI213900,DBA002,18/06/2015,03/07/2015,06/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03812998,3,235.43,217.7,EUR
CAT836800,TJS001,13/01/2015,17/01/2015,20/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03013827,3,1102.2,1044,EUR
CAP633500,RVL001,17/03/2016,26/03/2016,27/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04892506,1,292.74,272,EUR
CAF395200,SLX001,16/03/2016,15/07/2016,17/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04884419,2,261.86,239.8,EUR
CAM971000,HOS001,24/05/2016,06/06/2016,09/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05161410,3,226.35,214.5,EUR
CAF489200,PRE004,02/09/2015,04/10/2015,05/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04129258,1,121.28,110,EUR
CAL822900,FTK001,25/08/2015,15/10/2015,18/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04097539,3,257.31,237.93,EUR
CAG671500,PTI005,19/05/2015,25/05/2015,28/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03656388,3,306.3,280.5,EUR
CAF488900,PIV001,18/04/2016,25/04/2016,26/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05017721,1,139.78,128,EUR
CAO553800,HIE013,20/03/2015,06/05/2015,09/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03353513,3,1066.8,989.22,EUR
CAF489100,SPT002,04/03/2015,29/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03264977,2,233.74,212,EUR
CAM971000,PMM001,26/02/2015,14/03/2015,15/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03236236,1,62.92,56,EUR
CAM967500,PMM001,11/02/2016,07/06/2016,10/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04731248,3,204.12,180,EUR
CAF488900,PRE004,04/05/2016,15/07/2016,19/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05086995,4,638.08,590,EUR
CAF488500,DLS001,08/02/2016,09/03/2016,12/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04728108,6,1436.52,1374,EUR
CAV952500,LBF001,03/06/2016,02/07/2016,06/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05204961,4,484.51,448,EUR
CAF489100,RXL001,13/01/2016,25/01/2016,30/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04626174,5,173.96,159.3,EUR
CAS182800,LZB001,18/02/2015,15/04/2015,18/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03195030,3,188.19,174,EUR
CAV519500,HUL001,28/01/2016,04/05/2016,08/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04684189,4,772.31,727,EUR
CAH529700,CIS001,25/05/2015,14/08/2015,17/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03694758,3,434.82,408,EUR
CAI954700,INN001,24/02/2015,22/03/2015,26/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03219474,4,648.2,620,EUR
CAL822900,PMM001,29/10/2015,01/11/2015,03/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04369253,2,124.74,110,EUR
CAL822900,GET001,02/06/2015,21/07/2015,23/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03738733,2,156.36,146,EUR
CAY208600,FTK001,10/03/2016,08/04/2016,11/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04856367,3,343.99,315,EUR
CAF488900,HSU001,30/05/2016,05/09/2016,08/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05190500,6,908.46,840,EUR
CAG671400,PRE004,06/07/2015,31/07/2015,03/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03885474,3,339.78,317.25,EUR
CAF488400,GEB001,09/07/2015,31/07/2015,04/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03898689,4,519.12,480,EUR
CAL822900,JUR001,23/04/2015,05/05/2015,08/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03523525,3,259.83,237.93,EUR
CAF488800,PRE004,15/12/2014,18/03/2015,20/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02910901,2,136.26,126,EUR
CAF489100,HSU001,04/02/2016,21/03/2016,24/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04719623,3,170.34,156,EUR
CAL822900,HIE013,11/06/2015,19/07/2015,22/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03785821,3,236.85,219,EUR
CAM971000,GEK001,29/07/2015,08/08/2015,12/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03983032,4,384.4,352,EUR
CAF489000,RUO001,14/04/2015,07/06/2015,11/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03472844,4,623.76,571.2,EUR
CAF489200,PRE004,23/01/2015,10/03/2015,13/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03065306,3,240.42,222.3,EUR
CAF967900,SLX001,25/09/2015,11/10/2015,15/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04241568,4,450.9,421,EUR
CAF394600,ABT013,07/08/2015,17/08/2015,20/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04026549,3,259.56,240,EUR
CAK908400,OOT012,30/01/2015,27/04/2015,29/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03102942,2,218.47,206,EUR
CAF489000,HOS001,29/04/2015,08/06/2015,10/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03549928,6,926.64,856.8,EUR
CAK196400,QVU001,17/12/2015,13/03/2016,17/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04552692,4,233.32,220,EUR
CAG671700,HBD001,19/05/2016,03/07/2016,06/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05140746,3,251.76,222,EUR
CAU213700,PIV001,13/04/2015,29/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03464566,4,984.8,932.8,EUR
CAF489000,PMM001,04/08/2015,21/09/2015,01/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04005623,10,1667.7,1470.6,EUR
CAM967500,PIV001,16/02/2015,12/03/2015,16/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03182530,4,202.88,184,EUR
CAF489100,MRO001,23/11/2015,16/12/2015,18/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04474676,10,389.6,350,EUR
CAK216900,URS001,26/08/2015,11/09/2015,12/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04099681,2,152.92,141.4,EUR
CAL822900,QVU001,08/03/2015,01/05/2015,03/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03278450,2,173.22,158.62,EUR
CAL493800,ABT014,23/12/2015,15/01/2016,18/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04570619,3,233.48,218,EUR
CAV313700,PRE004,20/07/2015,28/07/2015,01/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03946543,4,374.52,360,EUR
CAK438900,FTK001,09/01/2016,22/01/2016,25/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04610551,3,102.22,93.6,EUR
CAF393300,FTK001,18/04/2016,29/08/2016,02/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05013754,4,377.83,346,EUR
CAM967500,PMM001,15/05/2016,02/06/2016,05/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05126563,6,413.7,377.04,EUR
CAF488800,FTK001,29/08/2015,12/09/2015,25/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04110301,13,1275.04,1179,EUR
CAM967500,OOT002,24/05/2015,16/07/2015,19/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03679620,3,195.22,185,EUR
CAF394700,OTM001,24/04/2015,08/06/2015,10/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03530026,2,175.2,162,EUR
CAY208000,PMM001,01/05/2016,09/06/2016,15/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05068690,6,800.84,712.8,EUR
CAF489100,PRE004,05/11/2015,28/01/2016,31/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04411782,3,170.53,160.8,EUR
CAK196400,FTK001,28/02/2016,07/03/2016,10/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04814473,3,178.44,165,EUR
CAO111500,DBA002,27/04/2015,04/07/2015,05/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03534550,1,235.72,217.96,EUR
CAX670300,QVU002,28/03/2016,12/04/2016,15/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04930482,3,824.91,789,EUR
CAF488200,PRE004,06/04/2016,02/10/2016,03/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04966907,1,149.45,138.86,EUR
CAV519500,QVU001,17/02/2015,27/05/2015,01/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03181190,5,777.85,744,EUR
CAO111500,GDE001,31/01/2015,14/02/2015,15/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03107320,1,174.98,165,EUR
CAF393400,PRE004,25/01/2016,14/02/2016,21/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04673810,7,658.63,609,EUR
CAM967500,OOL001,02/06/2015,19/06/2015,20/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03734048,1,68.8,63,EUR
CAV095800,PIV001,21/03/2016,11/06/2016,15/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04904564,4,203.96,185,EUR
CAK536700,FTK001,16/06/2016,14/10/2016,17/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05269386,3,270.27,247.5,EUR
CAF489100,ARW001,16/02/2016,22/06/2016,23/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04762303,1,114.66,104,EUR
CAN553300,FTK001,28/07/2015,02/08/2015,05/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03977280,3,257.04,240,EUR
CAF393400,PTI005,04/04/2016,25/04/2016,30/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04951887,5,922.51,853,EUR
CAF488900,GTP001,25/05/2015,16/07/2015,18/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03689336,2,306.03,290,EUR
CAM971000,HSU001,12/05/2015,18/05/2015,24/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03623373,6,582.12,528,EUR
CAK965700,DWO001,27/03/2015,16/04/2015,20/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03391034,4,336.32,308,EUR
CAM108400,ORR001,16/03/2015,16/10/2015,17/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03322802,2,193.24,172,EUR
CAH696700,FTK001,21/07/2015,27/07/2015,31/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03949875,4,299.88,280,EUR
CAK196400,PMM001,13/04/2015,14/07/2015,15/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03454976,2,138.6,122.22,EUR
CAF489100,BOO001,11/12/2014,27/02/2015,01/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02900863,2,106.02,99,EUR
CAF488800,PRE004,19/07/2015,24/07/2015,26/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03938636,4,342.72,320,EUR
CAQ246100,PTI005,10/06/2015,30/07/2015,02/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03777922,3,365,340.8,EUR
CAK196400,URS001,08/01/2015,02/04/2015,03/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02989809,1,98.28,90,EUR
CAQ246000,LOH003,30/06/2015,02/08/2015,06/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00515085,4,893.12,829.84,EUR
CAF489000,DEI001,15/07/2015,07/09/2015,10/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03927543,3,449.1,411.26,EUR
CAM967500,JUR001,27/01/2015,24/05/2015,29/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03085226,5,299.45,271.6,EUR
CAF394600,GET001,01/03/2016,03/05/2016,06/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04822567,3,404.05,370,EUR
CAG671700,HBD001,12/05/2016,27/05/2016,30/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05113883,3,264.31,238.6,EUR
CAK536700,GAI001,19/02/2016,16/03/2016,23/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04775951,7,428.05,392,EUR
CAQ246100,LIC001,16/12/2015,30/12/2015,01/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00642043,2,273.95,254.54,EUR
CAF989600,LOH003,16/10/2015,17/11/2015,21/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04331331,4,401.28,378.4,EUR
CAF393500,TLQ001,03/04/2016,05/04/2016,06/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00730542,1,131.23,121.93,EUR
CAF489200,ARW001,01/08/2015,19/08/2015,23/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03994238,4,436.8,400,EUR
CAH785100,JUR001,31/01/2015,25/04/2015,30/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03107816,5,382.35,357,EUR
CAF489100,PIM001,15/09/2015,15/10/2015,19/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04193294,4,423.94,392,EUR
CAK981400,HBD001,21/08/2015,22/09/2015,25/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04083724,3,321.48,283.5,EUR
CAV519500,GTP001,12/05/2015,03/09/2015,07/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03618018,4,611.07,576,EUR
CAM967500,PMM002,06/04/2016,25/08/2016,30/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04965524,5,349.86,308.52,EUR
CAL822900,FTK001,20/06/2015,19/07/2015,22/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03822055,3,234.54,219,EUR
CAV519500,PRE004,20/07/2015,23/09/2015,26/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03943110,3,475.27,448,EUR
CAF963200,PIV001,26/05/2015,03/06/2015,06/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03700631,3,616.65,584.1,EUR
CAK576300,HBD001,03/05/2015,31/01/2016,03/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E03564931,3,192,159,EUR
CAV313700,PIV001,09/06/2015,13/06/2015,14/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03774464,1,95.02,90,EUR
CAV094800,EHV001,08/09/2015,26/10/2015,29/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00569291,3,321.72,298.92,EUR
CAF489000,PRE004,05/07/2015,31/07/2015,03/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03881043,3,403.74,376.98,EUR
CAK438900,ANI003,15/04/2016,22/04/2016,24/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05009843,2,222.76,204,EUR
CAF392700,EMS001,28/12/2015,31/12/2015,04/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04579384,4,673.31,621.5,EUR
CAF983200,HBD001,21/07/2015,15/08/2015,17/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03938136,2,242.64,222.2,EUR
CAH696700,FTK001,12/07/2015,21/08/2015,26/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03907149,5,374.85,350,EUR
CAF489200,PRE004,17/03/2016,12/06/2016,14/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04888890,2,218.4,200,EUR
CAF489100,RUO001,17/05/2015,09/07/2015,12/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03640350,9,837.06,774,EUR
CAN553300,PRE004,25/11/2014,19/03/2015,20/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02832667,1,73,67.5,EUR
CAV952500,HBD001,18/06/2016,02/07/2016,03/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05283411,1,125.92,115,EUR
CAN553500,HOC002,03/02/2015,21/02/2015,22/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03122959,1,74.24,70,EUR
CAG929300,PMM001,16/09/2015,29/09/2015,03/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04196473,4,353.81,312,EUR
CAV952500,GEB001,29/09/2015,16/10/2015,19/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04257855,3,356.64,333,EUR
CAS182800,PRE004,08/04/2016,02/08/2016,05/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04976354,3,150.69,138,EUR
CAK536700,HOC002,08/01/2016,14/02/2016,17/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04608965,3,183.45,168,EUR
CAF489100,FTK001,04/02/2015,26/03/2015,30/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03127106,4,204.24,192.6,EUR
CAK908400,ANI003,16/04/2015,08/05/2015,10/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03483052,2,298.28,268,EUR
CAI952800,OOT012,01/06/2015,25/08/2015,28/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03726461,3,337.35,315,EUR
CAF393400,OOT012,03/09/2015,30/09/2015,02/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04130342,2,358.19,328,EUR
CAS083500,GTP001,02/02/2016,30/08/2016,02/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00674596,3,389.79,362.18,EUR
CAG671000,PIV001,14/09/2015,30/11/2015,01/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04185859,1,81.68,74.8,EUR
CAF489100,BUK001,28/08/2015,01/10/2015,03/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04112605,2,161.61,148,EUR
CAH696700,PMM001,16/06/2015,21/06/2015,24/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03799097,3,234.75,207,EUR
CAG671700,DWO001,01/04/2016,28/05/2016,02/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04943436,5,426.55,394.4,EUR
CAM967500,JUR001,17/05/2016,06/07/2016,08/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05125980,2,132.3,120,EUR
CAF489100,SPT002,05/01/2016,26/02/2016,29/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04597440,3,181.26,166,EUR
CAF489100,OOL002,09/10/2015,05/11/2015,06/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04304148,1,33.41,31.5,EUR
CAF488900,FTK001,30/03/2016,17/04/2016,22/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04937419,5,757.05,700,EUR
CAK184800,PMM001,02/02/2016,15/03/2016,17/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04698272,2,244.92,218,EUR
CAH785100,PRE004,23/11/2015,11/12/2015,14/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04474912,3,160.26,144,EUR
CAF983500,OOL001,04/08/2015,09/08/2015,15/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04008904,6,571.02,528,EUR
CAH696700,URS002,23/03/2016,29/04/2016,30/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04914307,3,214.14,198,EUR
CAF989600,AGR001,16/11/2015,01/12/2015,03/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04450411,2,202.64,189.2,EUR
CAM971000,SPT002,12/10/2015,03/10/2016,07/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04310339,4,333.32,286,EUR
CAK576300,HBD001,12/10/2015,19/11/2015,22/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04308100,3,218.3,198,EUR
CAI954700,OOT005,26/05/2015,25/07/2015,26/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03699887,1,244.49,235,EUR
CAL822900,EMS001,11/12/2015,31/12/2015,01/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04537635,1,105.07,98.1,EUR
CAI952800,JUR001,02/04/2015,26/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03415658,5,680.24,617,EUR
CAF489000,HBD001,29/07/2015,24/09/2015,27/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03985057,3,524.22,471,EUR
CAI213900,PMM001,12/05/2016,22/05/2016,25/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05113520,3,362.1,330,EUR
CAK196400,FTK001,14/06/2016,27/12/2016,30/12/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05254806,6,324.48,300,EUR
CAF393300,JUR001,27/03/2015,06/09/2015,11/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03390466,5,449.25,407.5,EUR
CAF394600,GTP001,13/03/2015,23/05/2015,25/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03311272,2,268.21,248,EUR
CAK196400,OOT014,14/05/2016,30/05/2016,02/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05115662,3,284.91,270,EUR
CAN543700,PMM001,27/02/2016,18/03/2016,25/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04800216,7,488.67,427,EUR
CAM971000,JUL001,17/02/2016,28/04/2016,01/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04763135,6,547.74,496.8,EUR
CAL822900,PRE004,08/09/2015,28/09/2015,30/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04156891,2,162.05,151.31,EUR
CAL822900,FTK001,29/04/2016,30/05/2016,03/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05066660,4,441.26,397.22,EUR
CAH696700,PIV001,06/06/2016,22/07/2016,24/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05226461,4,308.84,280,EUR
CAK536700,CHE001,21/05/2015,25/05/2015,28/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03674460,3,236.85,219,EUR
CAK535300,TUG001,23/10/2015,12/02/2016,15/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00602414,6,417.54,387.96,EUR
CAF983100,PRE004,08/04/2015,21/04/2015,23/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03439237,2,225.82,206.8,EUR
CAV096300,GEB001,18/03/2015,27/04/2015,02/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00379122,5,360.02,334.53,EUR
CAS182800,URS001,31/03/2015,04/06/2015,08/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03403688,4,253.36,232,EUR
CAV096300,MJV001,06/10/2015,23/10/2015,28/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00592963,5,367.55,341.54,EUR
CAM967500,RVL001,09/06/2015,22/07/2015,26/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03771391,4,263.88,244,EUR
CAI952800,OOT005,03/09/2015,10/01/2016,17/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04133034,7,611.22,554.4,EUR
CAG671800,GTP001,03/02/2015,29/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03123495,2,295.96,279.08,EUR
CAK536700,FTK001,29/10/2015,26/02/2016,29/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04382832,6,356.34,336,EUR
CAM967500,PMM001,03/03/2016,11/08/2016,15/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04834362,4,264.14,232.94,EUR
CAG671700,URS001,08/10/2015,14/10/2015,15/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04297752,1,79.74,75.19,EUR
CAF488900,PRE004,17/06/2015,21/08/2015,24/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03808311,6,840.75,785,EUR
CAO553800,HBD001,29/02/2016,20/05/2016,21/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04811669,1,269.86,246.05,EUR
CAK536700,OLA002,14/06/2016,27/08/2016,03/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05257210,7,536.07,502.7,EUR
CAF392700,DBA002,29/07/2015,03/09/2015,07/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03988061,4,918.79,855.8,EUR
CAF489100,SPT002,18/01/2015,27/03/2015,31/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03040752,4,212.34,192.6,EUR
CAW590000,HBD001,11/03/2016,07/04/2016,10/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04859317,3,560.82,494.55,EUR
CAK196400,OOL001,14/04/2015,29/05/2015,30/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03474746,1,98.28,90,EUR
CAI954700,ESN001,10/05/2016,07/07/2016,09/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05101750,2,529.02,506,EUR
CAH696700,UNG001,08/03/2015,16/03/2015,21/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03282355,5,262.1,240,EUR
CAF489100,RUO001,13/12/2015,27/01/2016,31/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04537983,4,208.06,196.2,EUR
CAF392700,PRE004,02/06/2015,21/06/2015,22/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03737370,1,217.36,207.9,EUR
CAK196400,SLX001,20/07/2015,10/09/2015,15/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03941329,5,491.4,450,EUR
CAF489100,ARW001,23/05/2015,11/08/2015,16/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03686561,5,416.3,390.6,EUR
CAF963200,BBH001,02/04/2016,04/04/2016,07/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04948859,3,529.56,501.6,EUR
CAK184800,EZP001,09/11/2015,08/02/2016,14/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04424008,6,667.39,594,EUR
CAN544000,ABT013,02/10/2015,20/10/2015,22/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04271792,2,282.1,266,EUR
CAM967500,JUR001,01/05/2016,15/06/2016,18/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05068557,3,203.15,184.26,EUR
CAV952500,PTI005,13/03/2016,12/06/2016,15/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04868462,3,360.15,333,EUR
CAK536700,JUR001,02/02/2015,29/04/2015,02/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03112816,3,248.75,230,EUR
CAG671700,OOL002,05/08/2015,24/08/2015,28/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04014895,4,312.72,292,EUR
CAF967900,NEH001,29/02/2016,04/04/2016,05/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04816408,1,120.05,111,EUR
